mmsi,timestamp,latitude,longitude,speed,course,status,ais_active,navigational_status,heading,rot
305792048,2026-05-25T19:21:00Z,-24.1213,-176.5023,22.0,149.5,Moored,True,7,268.2,-0.8
299685327,2026-12-06T09:31:00Z,27.1586,154.9442,26.8,261.5,At Anchor,False,1,143.1,-84.7
778903980,2026-02-20T15:59:00Z,22.6341,-53.0769,2.3,107.8,At Anchor,False,6,152.1,80.3
527862060,2026-02-26T04:54:00Z,3.3154,176.942,17.0,318.7,Under Way,False,14,340.3,68.5
443032358,2026-05-25T06:12:00Z,74.039,152.6545,13.9,254.6,Moored,True,3,228.5,107.7
544068709,2026-09-02T14:35:00Z,75.3981,-84.2463,1.0,273.7,At Anchor,False,11,201.8,107.1
744844875,2026-06-07T23:57:00Z,-6.2243,58.818,2.2,15.7,At Anchor,True,14,152.2,38.6
537006791,2026-12-29T08:19:00Z,11.8626,-34.4068,15.2,211.5,Under Way,True,6,188.6,-2.9
580232268,2026-10-08T20:40:00Z,75.0673,-3.0852,23.3,335.6,Moored,False,5,121.0,-97.6
420101729,2026-01-22T04:36:00Z,-36.9199,-167.6874,15.7,189.0,At Anchor,False,10,164.7,123.5
599067818,2026-06-17T08:40:00Z,88.068,-7.0343,23.1,328.9,At Anchor,False,4,331.9,112.7
409203436,2026-12-08T15:07:00Z,-57.9785,96.5547,4.9,69.5,Under Way,False,0,203.5,-117.1
518636217,2026-09-22T12:25:00Z,85.8001,-34.3048,12.7,113.8,At Anchor,True,11,218.9,79.6
664640837,2026-05-06T00:37:00Z,1.214,85.1288,3.8,29.7,Under Way,False,14,181.8,44.8
386428572,2026-01-07T15:48:00Z,-47.3264,55.9712,12.6,126.9,At Anchor,True,14,136.0,17.9
742245762,2026-04-09T20:38:00Z,-59.9699,134.8706,16.4,162.9,At Anchor,False,9,141.3,6.4
517049090,2026-01-08T05:26:00Z,-81.3824,70.7033,19.5,356.6,Under Way,True,9,348.8,-123.3
603186147,2026-10-21T02:30:00Z,36.3723,-132.8661,27.9,331.5,Moored,False,13,5.8,-51.5
564065072,2026-07-28T13:10:00Z,-35.1358,118.6527,29.3,88.3,Moored,False,7,55.2,98.6
305441760,2026-02-18T07:05:00Z,49.2795,-151.6286,11.6,16.9,Under Way,True,6,72.3,-26.4
444890693,2026-07-21T18:51:00Z,79.2442,-0.2564,3.0,214.4,At Anchor,False,9,328.0,50.6
207068046,2026-06-18T02:11:00Z,-70.6694,62.8442,15.8,319.6,Moored,True,15,215.0,0.1
361510820,2026-10-22T16:23:00Z,-77.9555,139.5749,27.9,164.8,Moored,False,10,157.0,49.7
500902964,2026-03-25T22:20:00Z,-60.7305,94.1117,0.2,204.3,Under Way,False,0,165.9,-93.0
208492908,2026-12-01T17:17:00Z,58.1637,-30.2599,29.0,144.3,Moored,True,10,32.8,-94.5
580232268,2026-08-13T18:28:00Z,-64.2252,112.4533,0.4,0.2,At Anchor,False,15,342.6,90.2
611865374,2026-06-29T08:56:00Z,-37.6065,-103.5337,9.1,273.1,Under Way,False,7,141.3,84.5
286169281,2026-02-27T17:20:00Z,7.0078,-69.5373,4.2,232.7,Moored,True,0,279.3,-98.3
614309377,2026-06-02T10:56:00Z,89.4344,90.7699,24.7,46.8,Moored,False,10,281.1,74.3
430323255,2026-02-02T23:50:00Z,-35.0784,-138.3054,16.9,93.6,Under Way,False,1,244.2,93.2
214748253,2026-05-14T12:25:00Z,-29.434,-145.0032,26.0,357.9,Under Way,True,12,10.9,99.5
704661953,2026-03-20T00:22:00Z,73.1212,99.0259,2.2,239.4,At Anchor,True,12,285.2,-60.0
488577018,2026-04-11T05:18:00Z,-28.8659,-70.5591,11.1,342.2,Under Way,False,7,315.4,-83.3
680476451,2026-02-16T04:14:00Z,-65.5579,-59.354,28.4,199.9,Moored,True,3,58.5,69.4
340668048,2026-02-15T02:54:00Z,-58.8958,54.027,1.7,173.3,Under Way,False,15,347.8,123.6
244246514,2026-06-05T21:07:00Z,70.1023,-13.1319,8.7,99.8,At Anchor,True,2,185.9,-113.7
448911983,2026-12-16T08:16:00Z,82.0432,-13.1539,15.8,28.7,Under Way,True,11,187.8,-123.9
513453764,2026-08-19T13:22:00Z,54.9217,-102.9823,10.3,345.0,Under Way,True,0,73.2,-31.8
743162389,2026-06-13T01:56:00Z,-63.4767,-132.2054,17.5,99.1,At Anchor,False,2,176.7,30.4
405517314,2026-12-25T03:16:00Z,-22.0942,-167.6401,7.3,243.4,Moored,False,0,176.7,33.7
507890656,2026-03-16T16:10:00Z,-58.3181,-55.1968,15.0,299.3,Moored,False,4,104.0,107.5
577242803,2026-06-02T22:20:00Z,75.3065,-111.0491,28.6,281.0,Under Way,False,3,274.3,116.8
330948908,2026-12-15T02:04:00Z,56.9308,-6.7942,14.0,104.4,Under Way,False,4,266.6,43.0
570320500,2026-01-25T07:32:00Z,61.3966,-15.3652,15.7,23.7,Under Way,True,8,95.7,-114.4
430323255,2026-11-04T14:46:00Z,72.0201,-10.6142,7.4,15.0,Under Way,True,12,352.1,-12.3
571342118,2026-10-28T13:12:00Z,-70.6535,39.0867,16.3,0.7,At Anchor,True,5,143.0,-8.3
656938489,2026-01-28T13:20:00Z,-64.9345,-159.3908,22.0,12.9,Moored,True,9,338.5,-122.4
571927479,2026-10-06T05:45:00Z,14.8652,-1.9028,28.3,269.4,Moored,False,12,175.4,-56.0
520255194,2026-12-11T17:58:00Z,21.2721,128.3279,27.4,194.2,Moored,False,9,99.8,-50.0
571927479,2026-09-15T01:50:00Z,68.1266,114.1739,8.1,353.8,Moored,False,11,33.6,69.8
702708383,2026-10-23T03:24:00Z,-35.6318,39.1544,15.6,115.6,Moored,False,10,359.6,-104.5
782576379,2026-11-09T14:26:00Z,19.6823,-100.3219,13.0,61.1,At Anchor,True,9,102.5,-32.0
249354554,2026-07-12T07:17:00Z,-65.6425,-133.1383,11.6,199.7,Under Way,True,1,75.8,-106.5
554544656,2026-09-28T11:31:00Z,-85.5612,-10.8002,11.9,152.2,At Anchor,False,8,138.6,2.0
433665909,2026-09-29T00:53:00Z,74.6442,19.1097,24.4,352.0,Moored,True,9,269.9,122.1
418950990,2026-08-17T06:14:00Z,-37.4134,-130.8338,0.7,229.7,Under Way,False,7,298.4,-52.6
272653360,2026-04-21T12:36:00Z,77.1024,111.0763,25.9,298.1,Under Way,True,2,343.4,60.6
780872220,2026-01-18T19:51:00Z,16.5618,-95.7557,24.1,114.8,Under Way,False,0,17.2,27.6
667673622,2026-09-22T17:02:00Z,62.3343,-108.8046,27.7,93.5,At Anchor,False,9,178.4,-31.3
436352356,2026-04-01T13:02:00Z,74.7873,-49.0643,11.0,205.2,Moored,True,6,211.4,31.8
457668606,2026-03-25T09:32:00Z,3.4587,23.4961,11.6,247.1,At Anchor,False,7,81.7,26.1
470359883,2026-03-20T04:46:00Z,-20.6076,15.0455,17.8,58.1,At Anchor,True,9,152.1,64.7
641942797,2026-11-25T02:42:00Z,66.4739,85.9097,17.9,296.7,Under Way,True,6,160.5,30.5
499938651,2026-02-09T04:01:00Z,-23.654,10.2451,0.9,76.8,Under Way,True,7,255.4,-40.2
707000071,2026-11-02T19:04:00Z,72.7215,-156.4392,1.8,229.1,Under Way,True,5,84.2,-81.2
306994240,2026-07-19T05:09:00Z,-24.1441,-52.4118,5.8,266.4,Under Way,True,7,348.2,-50.3
443032358,2026-05-05T23:17:00Z,29.5744,-9.349,23.3,141.4,At Anchor,False,5,303.5,-114.0
631257671,2026-09-21T03:02:00Z,76.2416,-56.0012,3.7,256.1,Under Way,True,13,297.5,-30.6
592723540,2026-08-09T06:42:00Z,54.9544,47.0086,29.9,166.8,Moored,False,12,56.8,18.0
422816465,2026-07-14T05:07:00Z,15.2445,13.3441,25.1,181.1,Under Way,False,7,260.6,-75.8
525862714,2026-08-25T07:25:00Z,58.3248,118.3593,8.9,267.6,Moored,True,9,23.5,-74.4
573145682,2026-08-13T08:04:00Z,61.5301,-64.743,16.0,98.2,At Anchor,True,12,115.4,-62.2
292189198,2026-12-03T08:01:00Z,25.3929,143.2221,27.3,99.8,Under Way,False,15,168.0,84.9
347221944,2026-08-05T20:49:00Z,56.4408,-91.4305,4.7,39.8,Moored,False,0,327.4,62.0
343126146,2026-02-27T15:24:00Z,-39.7582,79.9566,19.4,87.2,At Anchor,False,0,118.0,26.0
303830441,2026-07-21T11:46:00Z,-71.2574,-0.9535,15.3,232.7,Under Way,True,15,322.1,29.3
656481138,2026-08-26T02:05:00Z,25.4191,35.1862,12.9,196.7,Under Way,False,10,176.1,94.6
565056189,2026-10-09T02:39:00Z,-6.5139,-4.0788,16.8,148.8,Moored,True,0,9.9,1.1
529075482,2026-11-12T12:24:00Z,46.3726,-84.0117,20.1,291.1,At Anchor,False,8,218.9,42.7
657721811,2026-02-10T17:36:00Z,85.1593,16.9884,29.2,64.9,Moored,True,12,23.1,-97.6
629456642,2026-07-05T23:17:00Z,11.2814,140.7692,10.2,135.5,Moored,False,9,143.6,-78.2
642530542,2026-12-04T03:24:00Z,-10.29,145.9938,22.9,203.1,Under Way,True,15,31.5,81.1
638790258,2026-12-22T12:00:00Z,74.8635,-39.1121,22.0,174.8,Moored,False,1,295.7,121.0
783109193,2026-09-29T08:53:00Z,69.2007,121.7835,21.6,203.9,Under Way,True,6,87.6,-21.9
214748253,2026-08-12T04:25:00Z,43.1306,56.2009,22.9,193.2,Moored,True,12,214.1,-94.0
245808653,2026-10-27T03:13:00Z,-83.5999,12.2839,13.8,65.1,At Anchor,False,5,209.6,117.4
794690449,2026-09-17T13:37:00Z,-32.3661,-7.6465,22.8,93.0,Under Way,True,12,216.7,-86.2
401816566,2026-03-28T04:24:00Z,-4.3638,-116.3211,19.9,190.8,At Anchor,False,5,28.5,94.5
503603324,2026-03-16T18:48:00Z,23.9452,179.1612,23.1,144.9,At Anchor,True,7,7.8,78.5
647506411,2026-12-25T22:43:00Z,26.5479,149.3065,1.9,46.4,At Anchor,True,2,180.5,99.8
211548097,2026-06-07T20:16:00Z,88.3914,139.7442,12.1,150.1,Under Way,False,0,82.5,53.4
468051507,2026-12-07T10:25:00Z,-37.9569,-33.7773,29.6,78.1,Moored,False,13,256.5,63.2
293447967,2026-07-20T23:53:00Z,25.5758,178.6488,2.1,90.7,Under Way,False,7,127.7,125.6
637825183,2026-04-04T00:57:00Z,-54.6337,59.1889,16.8,320.2,Under Way,False,2,331.8,-24.3
599067818,2026-07-13T10:09:00Z,35.7283,33.2484,6.6,182.4,Moored,True,3,28.8,52.6
332649240,2026-12-20T07:00:00Z,-82.3415,-16.1989,10.1,331.4,Moored,False,15,77.5,72.8
704843269,2026-04-07T09:38:00Z,-23.4818,43.2997,19.1,280.9,Moored,False,15,72.8,120.0
738790875,2026-11-27T11:32:00Z,32.9077,164.5041,20.8,157.6,At Anchor,True,8,175.3,30.1
356273956,2026-02-25T13:56:00Z,59.5153,104.0891,8.6,178.9,At Anchor,True,4,172.7,66.5
548068452,2026-02-21T22:33:00Z,67.3023,-107.4403,24.4,202.5,Under Way,True,14,354.4,-75.2
558380004,2026-07-01T23:43:00Z,52.8998,143.4314,24.9,330.0,Under Way,True,1,265.3,24.3
412547846,2026-06-05T02:10:00Z,29.385,-70.7158,27.9,215.4,At Anchor,True,0,198.3,39.2
504831183,2026-04-08T19:20:00Z,-12.1695,-10.6852,28.8,303.4,At Anchor,True,10,134.8,119.7
379393743,2026-03-16T12:44:00Z,-37.4934,-110.8791,10.3,147.2,At Anchor,True,13,336.1,-60.6
761838030,2026-10-26T13:21:00Z,-65.9356,-10.0446,5.3,264.5,Moored,False,7,229.0,-120.6
687486089,2026-12-19T03:22:00Z,61.7653,-114.8722,14.8,94.0,Under Way,True,5,215.7,99.6
647913365,2026-03-31T11:39:00Z,-71.0924,-85.1926,24.1,205.6,Moored,True,1,288.7,-101.4
224756004,2026-08-22T05:34:00Z,59.0096,-125.9406,6.7,248.7,At Anchor,True,14,189.2,-96.0
585113614,2026-03-18T14:31:00Z,81.8973,-159.7063,19.7,3.0,Moored,True,15,226.8,-92.9
738742479,2026-05-10T15:59:00Z,-14.5874,158.4671,21.4,244.5,Under Way,False,3,16.4,-74.2
430213890,2026-10-09T22:00:00Z,-76.3781,55.8791,23.1,238.7,Under Way,False,13,173.2,124.4
580720286,2026-10-31T02:45:00Z,-51.3049,15.9768,20.4,247.2,At Anchor,False,5,136.5,48.9
260756426,2026-04-15T02:03:00Z,-57.3069,-65.6863,9.0,62.6,At Anchor,True,3,203.0,53.4
466000944,2026-04-16T06:53:00Z,-79.5998,-140.8568,23.0,273.5,Under Way,False,4,123.6,81.1
573332179,2026-05-09T02:33:00Z,87.6885,79.1454,6.8,128.9,Moored,True,10,315.1,109.7
642476777,2026-09-13T16:49:00Z,-69.6883,125.2211,10.5,258.6,At Anchor,True,0,27.5,79.3
704661953,2026-08-02T03:13:00Z,-17.7835,154.5383,5.4,157.8,At Anchor,False,0,28.8,-115.7
671793762,2026-05-20T20:24:00Z,-21.3789,41.1776,16.1,260.1,At Anchor,True,3,121.9,42.0
274897537,2026-07-05T06:20:00Z,38.6356,-109.2053,28.7,209.6,At Anchor,False,9,163.4,-87.3
602448584,2026-05-01T21:45:00Z,-20.8378,70.8585,26.2,288.1,Under Way,False,13,341.4,-56.5
570937640,2026-10-15T11:26:00Z,-76.9995,19.9797,21.9,346.4,Moored,False,0,125.2,-69.2
412547846,2026-09-06T14:54:00Z,-35.2633,53.7597,14.3,171.8,Under Way,True,13,117.2,-27.3
378984233,2026-02-28T13:42:00Z,12.1695,-57.8463,20.1,246.1,Moored,True,15,152.5,118.9
714252611,2026-06-05T22:25:00Z,-61.6574,-168.1772,21.3,110.9,Moored,True,4,246.0,-1.7
694118682,2026-09-18T20:23:00Z,74.8914,120.9942,14.8,309.1,Under Way,True,7,253.6,-35.5
624983313,2026-08-02T14:39:00Z,47.4842,149.793,22.3,207.7,Moored,True,11,282.5,90.4
420862582,2026-01-13T07:02:00Z,86.3608,-138.5013,28.1,328.1,Moored,False,14,356.7,-56.2
541119258,2026-02-08T11:30:00Z,-56.4805,-74.4144,2.0,327.6,Under Way,False,2,220.9,-14.5
238178908,2026-02-10T23:16:00Z,35.6983,-23.2954,21.0,298.9,At Anchor,False,3,64.9,25.2
362601507,2026-11-29T14:40:00Z,68.6172,166.6486,6.6,314.8,At Anchor,False,8,78.3,-32.4
643668564,2026-12-27T17:14:00Z,-38.2985,-133.822,29.6,126.3,At Anchor,False,2,202.5,2.6
412547846,2026-10-25T20:48:00Z,46.1588,-124.3153,27.5,41.4,At Anchor,True,8,17.8,58.1
665043604,2026-01-25T16:37:00Z,-32.4398,12.056,14.6,14.3,Under Way,False,6,332.6,-23.3
768467727,2026-03-05T02:38:00Z,-1.1007,-9.1106,27.3,198.5,At Anchor,True,1,192.7,121.8
772134211,2026-06-10T13:54:00Z,-83.8937,-173.125,17.4,60.3,Moored,True,9,22.8,-88.5
671793762,2026-02-11T13:25:00Z,-26.9333,171.5907,20.4,168.8,At Anchor,True,3,173.2,-107.6
340668048,2026-09-20T18:26:00Z,66.8996,-151.3314,9.8,9.8,Under Way,False,5,167.3,-16.8
580720286,2026-04-21T19:38:00Z,56.088,1.9303,6.8,15.4,Under Way,True,3,179.8,-34.0
511350085,2026-05-19T18:15:00Z,-87.0797,99.8046,11.7,355.3,Moored,False,2,188.5,18.6
625178192,2026-10-12T02:56:00Z,85.9243,-55.2568,8.7,35.5,At Anchor,False,10,239.3,20.9
272658165,2026-11-29T04:09:00Z,-30.2888,70.7388,28.7,117.0,At Anchor,True,15,272.4,54.7
729874439,2026-12-18T08:27:00Z,-83.4642,101.5825,13.0,85.9,Moored,False,10,258.4,-15.7
288730213,2026-04-23T19:58:00Z,36.5139,63.9502,23.9,212.2,Under Way,True,8,301.4,62.6
642006437,2026-07-04T18:34:00Z,19.9107,100.6903,14.7,205.2,Moored,False,11,38.5,-63.3
570452367,2026-07-13T02:59:00Z,-55.7149,-13.5574,5.4,17.4,Moored,True,11,20.4,16.3
780410570,2026-09-24T23:47:00Z,28.3861,-139.7539,4.5,191.1,Under Way,False,15,292.6,20.3
486924016,2026-06-24T20:37:00Z,36.0686,-10.8141,18.2,171.8,At Anchor,True,13,229.3,18.4
705561223,2026-12-31T01:29:00Z,76.2401,-33.4588,3.3,104.6,At Anchor,False,9,163.8,6.4
245808653,2026-09-23T10:17:00Z,-27.1633,-124.5071,1.5,37.6,At Anchor,True,7,237.2,116.6
738742479,2026-05-27T13:18:00Z,54.3251,-21.2074,25.4,130.4,Under Way,False,4,243.6,-65.2
678158398,2026-09-27T19:58:00Z,-63.7076,-178.0771,0.8,277.1,Under Way,False,10,192.4,37.2
537006791,2026-07-04T10:48:00Z,-76.4232,-176.1145,1.4,225.8,At Anchor,True,5,68.6,61.8
761439274,2026-11-20T08:23:00Z,-48.6893,-115.1947,9.4,249.9,Under Way,True,13,249.2,-52.0
443338863,2026-02-27T18:24:00Z,47.4659,16.047,29.4,103.5,At Anchor,False,11,50.6,67.0
488577018,2026-05-25T02:44:00Z,-17.1336,-135.257,5.9,204.1,At Anchor,True,5,161.3,-71.0
394819025,2026-09-08T20:33:00Z,44.6631,-8.1588,6.4,108.6,Moored,False,12,175.4,-106.0
231960753,2026-03-12T14:51:00Z,-38.0678,105.6572,2.9,204.5,At Anchor,True,4,236.6,41.4
337866372,2026-06-18T00:24:00Z,-21.7712,115.2729,3.7,319.2,Under Way,True,6,117.1,-110.8
613718689,2026-01-27T17:48:00Z,-15.3715,3.1929,0.4,132.3,Moored,False,10,224.1,107.4
256138286,2026-06-22T06:18:00Z,76.855,106.3597,16.1,130.4,At Anchor,True,13,262.1,105.1
679668591,2026-09-24T19:02:00Z,-55.5352,-85.9005,15.5,313.6,At Anchor,True,9,59.4,-77.3
768075179,2026-09-03T06:35:00Z,5.4306,173.8152,17.4,294.6,Under Way,True,9,103.8,108.9
307516995,2026-09-10T00:58:00Z,-13.6089,77.2909,6.3,282.4,At Anchor,True,0,74.0,-109.8
260984664,2026-07-23T05:27:00Z,-10.2831,-118.5879,3.7,145.2,At Anchor,False,12,136.9,-68.2
602448584,2026-09-23T13:21:00Z,88.077,-34.6165,25.6,354.7,At Anchor,False,4,254.2,119.5
512084278,2026-04-04T21:12:00Z,22.2493,-28.7725,14.6,44.1,At Anchor,True,7,318.1,-28.1
221716335,2026-08-22T10:53:00Z,-57.6307,-93.7662,5.8,306.9,Moored,False,14,246.1,-100.7
630180360,2026-04-13T04:48:00Z,-42.6113,-157.4765,15.9,335.3,Moored,False,7,46.3,-98.4
718413378,2026-01-15T20:31:00Z,-70.0236,111.9343,6.4,266.8,Under Way,True,13,342.8,70.1
471332874,2026-10-21T18:39:00Z,-39.1139,-108.8785,7.5,228.7,Under Way,False,7,345.0,61.1
379597254,2026-05-24T20:43:00Z,-19.7415,58.8072,8.5,169.2,Moored,False,5,351.7,-54.5
281753993,2026-09-21T13:01:00Z,-4.622,-91.2469,8.9,261.7,Moored,False,7,308.8,-76.7
310273206,2026-11-13T14:57:00Z,-39.385,86.4384,20.6,301.5,Moored,False,15,271.4,-8.0
492235960,2026-03-28T03:05:00Z,-82.4674,88.8973,23.0,316.7,At Anchor,True,9,167.0,-14.7
224383026,2026-08-06T09:37:00Z,-64.2365,142.3892,17.8,339.6,Under Way,True,5,105.8,-23.9
792478979,2026-10-30T12:05:00Z,-71.578,-146.0963,24.9,72.2,Under Way,True,12,51.3,17.3
434377681,2026-07-13T15:51:00Z,-31.5224,112.8884,20.6,343.2,Under Way,True,9,203.7,41.6
684534584,2026-12-13T04:57:00Z,16.0932,84.0642,18.4,265.3,At Anchor,True,8,101.7,-97.5
684534584,2026-11-27T19:36:00Z,-59.8133,-138.4126,5.0,324.9,Moored,False,1,91.3,-49.2
777666051,2026-08-26T12:24:00Z,-81.9431,-150.0547,26.1,42.7,Under Way,True,6,105.9,125.5
520578344,2026-08-28T07:10:00Z,52.078,-88.0705,20.6,42.8,At Anchor,False,5,234.6,54.9
415742193,2026-06-29T03:22:00Z,-81.2883,-39.3275,5.9,115.7,Under Way,False,8,167.2,-5.2
344513763,2026-07-16T16:18:00Z,72.0323,-157.448,28.6,354.2,Under Way,True,7,87.5,116.6
350038017,2026-09-24T14:19:00Z,-12.6915,150.9013,25.9,343.0,Under Way,False,9,149.2,95.4
760132103,2026-11-27T04:49:00Z,-47.4894,-51.7096,11.7,144.9,Moored,True,9,276.3,-104.8
572005284,2026-11-21T06:20:00Z,55.3319,92.7487,9.8,44.0,Under Way,True,15,186.5,-99.3
510967857,2026-06-16T21:45:00Z,58.1115,-138.3153,14.6,115.7,Under Way,False,3,213.1,-39.4
593778451,2026-03-28T03:04:00Z,-47.2873,129.5473,18.2,170.2,Moored,True,4,85.6,118.6
434377681,2026-02-28T13:07:00Z,-81.3815,-67.2995,14.0,120.5,Moored,False,15,135.6,6.4
441462536,2026-05-11T16:50:00Z,30.5028,50.6783,26.2,98.6,Under Way,False,0,288.1,-82.6
321571144,2026-09-25T10:07:00Z,40.6278,-39.0735,13.6,351.9,Under Way,False,7,135.0,-6.7
389614255,2026-02-17T00:48:00Z,-52.4403,73.6798,20.9,252.8,At Anchor,True,9,13.0,-121.5
642476777,2026-04-29T08:37:00Z,34.6277,70.2697,23.1,168.4,Under Way,True,0,162.6,90.0
409203436,2026-12-14T01:30:00Z,43.1235,-51.6632,4.0,190.8,Under Way,True,15,61.7,53.0
591313077,2026-02-20T01:25:00Z,87.5314,-155.7293,13.9,136.2,Moored,False,11,83.1,-29.4
500125271,2026-08-27T08:05:00Z,-8.315,-126.0691,15.6,44.9,Under Way,True,10,289.3,-10.0
752289007,2026-08-26T13:24:00Z,-78.4362,-89.8379,12.8,23.1,Under Way,False,9,273.9,-94.5
632636162,2026-01-27T18:39:00Z,-68.8451,-58.6953,23.9,145.9,At Anchor,False,6,32.0,-46.3
515571477,2026-09-05T03:10:00Z,-37.7374,140.9876,23.7,92.9,Moored,True,13,191.9,-125.8
270851441,2026-07-09T20:20:00Z,80.8491,42.3897,6.5,311.8,Moored,False,11,172.4,109.3
382322288,2026-03-21T13:21:00Z,34.5174,-9.1768,7.8,324.6,Moored,False,10,218.9,63.4
721604393,2026-10-11T07:02:00Z,59.1803,-167.7967,10.4,241.9,Under Way,False,9,302.2,-43.6
459764910,2026-07-07T03:50:00Z,4.7807,-94.9549,2.7,182.1,At Anchor,True,10,159.3,-57.2
729834349,2026-03-26T07:24:00Z,63.1003,-57.591,28.8,89.6,At Anchor,False,7,36.5,28.6
775929575,2026-11-13T14:00:00Z,37.678,161.5041,7.7,150.3,At Anchor,False,13,23.5,-45.5
393509366,2026-08-15T19:16:00Z,-18.3521,-0.8207,7.0,261.2,Moored,False,10,21.6,83.3
548985726,2026-05-10T14:31:00Z,89.6441,163.5287,17.2,174.9,At Anchor,False,7,129.5,-103.4
704843269,2026-09-09T02:55:00Z,83.6242,-24.1126,2.9,349.5,At Anchor,False,12,272.6,100.4
620300412,2026-09-08T03:53:00Z,-10.4512,38.7349,14.2,342.3,At Anchor,True,8,233.8,75.9
232898606,2026-03-20T13:54:00Z,80.0098,-73.3693,6.6,313.5,Moored,True,11,277.2,77.1
775404149,2026-12-14T22:55:00Z,-49.2209,102.8581,1.3,94.3,At Anchor,False,0,267.1,5.8
443032358,2026-09-10T07:10:00Z,-6.5555,146.8159,5.2,56.4,At Anchor,True,1,224.9,72.3
704843269,2026-09-10T18:22:00Z,1.0055,117.0259,27.3,302.8,Moored,True,4,329.9,-126.9
218251125,2026-10-21T01:16:00Z,-78.5399,64.3164,14.6,88.0,Under Way,False,2,216.8,58.5
469514250,2026-12-06T03:47:00Z,-16.9707,101.6802,0.0,275.2,At Anchor,True,9,229.9,-86.4
311470002,2026-06-07T20:51:00Z,39.4101,-53.0835,21.3,230.4,At Anchor,False,7,183.7,124.0
375252389,2026-03-11T05:53:00Z,-48.0154,-21.4893,0.7,149.2,At Anchor,False,7,175.4,-55.1
253462026,2026-04-03T10:19:00Z,68.5188,130.8382,9.4,208.8,Moored,True,6,16.6,66.2
439796108,2026-11-29T08:55:00Z,-39.4644,-127.3507,17.6,297.7,At Anchor,False,1,252.8,-19.9
292189198,2026-12-03T12:55:00Z,-43.6602,79.9927,3.2,336.5,Under Way,True,10,16.6,95.6
560033049,2026-01-14T06:33:00Z,24.7846,100.8757,26.9,130.5,Moored,False,10,132.5,-62.6
782576379,2026-11-04T13:41:00Z,2.6961,-10.4413,14.8,258.1,Moored,True,1,212.5,-80.0
242221601,2026-01-01T14:08:00Z,68.6372,-130.9889,13.8,296.1,Under Way,False,12,2.5,102.0
350521742,2026-09-30T16:32:00Z,19.158,126.1167,13.8,58.6,At Anchor,False,13,0.4,15.7
273148379,2026-01-13T13:35:00Z,59.5297,87.0843,13.7,175.3,Moored,True,10,130.8,-117.8
404128445,2026-03-16T02:01:00Z,-77.941,-106.8329,19.5,334.7,Moored,False,8,258.1,10.8
329004558,2026-07-25T02:45:00Z,18.2022,-146.3975,28.9,70.0,At Anchor,False,11,220.0,-74.5
255660986,2026-11-26T15:04:00Z,-2.4685,-101.3915,6.6,135.0,Moored,True,7,187.1,-68.9
601362648,2026-01-22T04:39:00Z,-26.6215,-57.3569,26.4,19.9,Moored,True,4,35.4,49.2
308695892,2026-07-12T19:39:00Z,45.6205,-100.5048,27.5,147.8,At Anchor,True,9,32.6,39.8
566572399,2026-02-18T20:14:00Z,-70.8789,109.9735,21.4,347.1,At Anchor,False,1,184.3,-102.0
369325711,2026-02-21T08:49:00Z,27.4278,-36.9755,22.8,250.4,Moored,True,6,279.7,66.1
795801450,2026-12-01T07:32:00Z,-81.4763,61.1466,7.8,275.6,Moored,False,13,63.2,102.2
378367378,2026-03-24T10:47:00Z,2.7134,104.0056,29.1,285.1,Under Way,True,8,55.7,-76.6
746255510,2026-10-22T13:08:00Z,-10.1337,-79.1364,8.4,93.0,Under Way,False,2,341.1,85.0
562875712,2026-06-01T22:42:00Z,47.7269,-15.6892,11.3,61.5,Moored,True,12,87.2,69.3
641636735,2026-04-14T04:21:00Z,66.4795,127.9816,6.1,55.6,Under Way,True,8,261.1,114.4
418950990,2026-11-02T12:34:00Z,41.5159,-10.2485,17.2,235.6,Moored,False,9,45.1,-94.6
767955728,2026-05-25T20:03:00Z,-22.1799,59.0803,20.1,144.8,Moored,False,10,207.0,-14.9
415742193,2026-09-22T18:37:00Z,-57.4722,-138.4601,29.8,152.5,At Anchor,False,9,149.4,-42.7
549787961,2026-01-19T03:54:00Z,79.8348,-56.5701,24.1,357.3,Moored,True,1,118.9,102.3
584940566,2026-04-14T04:29:00Z,45.3361,39.3606,18.1,275.2,At Anchor,True,7,163.5,33.5
281753993,2026-03-12T14:27:00Z,7.3686,147.5593,15.3,25.4,Moored,False,1,328.4,56.3
584940566,2026-09-22T20:07:00Z,86.0086,-91.0604,21.4,59.2,At Anchor,True,0,273.3,-29.6
354615733,2026-08-26T03:33:00Z,-24.9887,-58.9284,27.3,348.1,Moored,False,11,318.5,117.4
556310104,2026-10-23T04:51:00Z,-48.8016,95.5353,25.0,253.8,Under Way,False,4,13.0,51.2
522395156,2026-11-24T07:43:00Z,-61.6358,-174.3482,15.3,62.7,At Anchor,False,13,211.8,50.7
292189198,2026-01-26T09:19:00Z,2.0029,-53.7839,1.6,36.6,Under Way,True,8,110.7,91.0
472360093,2026-12-23T12:09:00Z,70.5815,-174.4778,28.0,165.2,Moored,False,11,266.6,17.9
221046878,2026-06-24T01:18:00Z,-44.4888,95.6639,14.3,45.8,Under Way,False,13,243.5,75.8
283486500,2026-10-11T10:46:00Z,-19.663,21.7039,5.2,96.9,Moored,False,0,71.2,122.3
515184149,2026-10-20T00:35:00Z,-40.8062,10.8317,24.1,343.7,Moored,True,5,230.4,12.9
