mmsi,mean_frequency,std_frequency,mean_bandwidth,mean_power,mean_signal_strength,mean_noise_level,mean_snr,mean_lat,mean_lon,nb_signatures,name,flag,type,mean_cfo_hz
300905246,161.974776,0.00022373,25.09,12.5,-71.8,-126.0,54.3,-20.767366666666664,24.610899999999997,3,NAVIRE-5246,China,Bulk Carrier,-223.7
301027718,161.974929,7.088e-05,24.61,2.0,-79.4,-126.0,46.7,-5.905024999999999,21.056849999999997,4,NAVIRE-7718,Malta,Fishing Vessel,-70.9
302489810,161.975052,5.159e-05,25.27,12.5,-72.8,-126.0,53.2,18.1396,-94.8577,5,NAVIRE-9810,Panama,Bulk Carrier,51.6
303568824,161.974767,0.00023283,24.95,12.5,-72.2,-126.0,53.8,25.995433333333335,17.825933333333335,3,NAVIRE-8824,USA,Container Ship,-232.8
303641269,162.025018,1.795e-05,25.29,12.5,-73.6,-126.0,52.5,-49.1937,16.452,1,NAVIRE-1269,Marshall Islands,Passenger Ship,17.9
303830441,162.025175,0.00017519,25.01,12.5,-71.6,-126.0,54.4,30.975799999999996,-33.58456666666667,3,NAVIRE-0441,Bahamas,Bulk Carrier,175.2
305441760,161.974992,8.14e-06,24.87,2.0,-80.6,-126.0,45.4,-0.1067199999999999,20.6563,5,NAVIRE-1760,China,Fishing Vessel,-8.1
305790946,161.974862,0.00013837,25.41,12.5,-73.3,-126.0,52.7,-2.0646199999999992,4.258440000000002,5,NAVIRE-0946,USA,Container Ship,-138.4
305792048,161.974884,0.00011631,25.5,12.5,-72.8,-126.0,53.3,-27.098966666666666,14.505866666666671,3,NAVIRE-2048,China,General Cargo,-116.3
306585349,162.024937,6.285e-05,25.03,12.5,-72.6,-126.0,53.4,35.7027,-59.173575,4,NAVIRE-5349,Denmark,Passenger Ship,-62.9
306994240,161.974941,5.862e-05,24.97,2.0,-80.7,-126.0,45.4,16.47625714285714,17.949300000000004,7,NAVIRE-4240,Singapore,Fishing Vessel,-58.6
307516995,162.025083,8.275e-05,24.77,12.5,-73.6,-126.0,52.5,35.109300000000005,-28.21785,2,NAVIRE-6995,France,Tanker,82.7
307986418,161.97522,0.00022039,24.69,12.5,-72.2,-126.0,53.8,-26.94435,7.5702500000000015,6,NAVIRE-6418,China,Passenger Ship,220.4
308695892,161.97483,0.00017013,24.94,12.5,-73.3,-126.0,52.7,19.01656,-72.78428,5,NAVIRE-5892,China,Container Ship,-170.1
309163379,162.024952,4.764e-05,25.2,12.5,-71.7,-126.0,54.3,-10.137528571428572,-15.706642857142857,7,NAVIRE-3379,Denmark,Tanker,-47.6
310055463,162.024896,0.00010415,24.94,12.5,-72.6,-126.0,53.4,-17.812649999999998,-29.161125,4,NAVIRE-5463,Panama,Bulk Carrier,-104.2
310273206,161.975052,5.156e-05,25.0,12.5,-72.3,-126.0,53.7,28.0951,-32.300979999999996,5,NAVIRE-3206,Marshall Islands,Passenger Ship,51.6
311470002,161.975018,1.826e-05,25.13,12.5,-72.4,-126.0,53.7,-4.456733333333328,19.615066666666664,3,NAVIRE-0002,Panama,General Cargo,18.3
312462705,162.024921,7.931e-05,24.33,12.5,-72.1,-126.0,54.0,4.9495375,-9.447925000000003,8,NAVIRE-2705,Denmark,Passenger Ship,-79.3
312878650,161.974911,8.907e-05,25.67,12.5,-72.4,-126.0,53.6,-0.2451249999999998,41.2744375,8,NAVIRE-8650,USA,Container Ship,-89.1
313328800,161.975009,8.73e-06,24.45,12.5,-72.2,-126.0,53.8,-14.692688888888888,-60.2322,9,NAVIRE-8800,Panama,Tanker,8.7
313389958,161.974835,0.00016543,24.83,12.5,-71.3,-126.0,54.8,32.13696,11.72934,5,NAVIRE-9958,France,Container Ship,-165.4
314355800,161.975009,8.75e-06,25.15,12.5,-71.5,-126.0,54.6,10.3986,6.2602,1,NAVIRE-5800,Bahamas,Tanker,8.7
314390060,161.974739,0.00026132,24.83,12.5,-73.2,-126.0,52.8,20.11764,37.23542,5,NAVIRE-0060,Singapore,Passenger Ship,-261.3
315074468,161.97503,3.033e-05,24.8,12.5,-71.7,-126.0,54.3,-6.017266666666665,-36.009866666666674,3,NAVIRE-4468,USA,Passenger Ship,30.3
315113308,161.975143,0.00014346,24.63,12.5,-72.8,-126.0,53.3,-18.649500000000003,-27.626125000000005,4,NAVIRE-3308,Liberia,Bulk Carrier,143.5
315605444,161.975012,1.21e-05,24.58,12.5,-71.4,-126.0,54.6,11.021983333333331,-36.56885,6,NAVIRE-5444,Marshall Islands,Tanker,12.1
315782943,162.025233,0.00023339,24.69,12.5,-73.6,-126.0,52.4,19.022150000000003,-12.259099999999997,4,NAVIRE-2943,Panama,Tanker,233.4
316234277,162.02498,2.046e-05,24.78,12.5,-71.4,-126.0,54.6,28.26985,40.545633333333335,6,NAVIRE-4277,Singapore,Tanker,-20.5
316474826,161.975018,1.832e-05,25.18,12.5,-72.5,-126.0,53.5,-20.669233333333334,-28.327133333333336,3,NAVIRE-4826,Marshall Islands,Passenger Ship,18.3
318125935,162.024916,8.409e-05,24.98,12.5,-73.1,-126.0,52.9,22.1065,60.85802,10,NAVIRE-5935,Malta,Tanker,-84.1
318975900,161.974983,1.673e-05,24.99,12.5,-71.4,-126.0,54.6,19.76184,10.8042,5,NAVIRE-5900,USA,Container Ship,-16.7
319469731,162.024844,0.00015603,24.81,2.0,-79.6,-126.0,46.4,-4.291911111111111,35.607533333333336,9,NAVIRE-9731,Panama,Fishing Vessel,-156.0
320624243,162.024958,4.217e-05,25.05,12.5,-71.6,-126.0,54.4,-16.45075,11.7058,4,NAVIRE-4243,Marshall Islands,Passenger Ship,-42.2
320892082,161.975088,8.8e-05,24.94,12.5,-72.5,-126.0,53.6,-14.536685714285714,15.525142857142862,7,NAVIRE-2082,Liberia,Container Ship,88.0
321571144,161.97507,6.99e-05,24.69,12.5,-73.0,-126.0,53.0,40.3579,-46.417875,4,NAVIRE-1144,Bahamas,Tanker,69.9
321784058,161.974942,5.806e-05,24.8,2.0,-81.5,-126.0,44.5,5.327225000000002,36.376475,4,NAVIRE-4058,China,Fishing Vessel,-58.1
324742591,162.025077,7.707e-05,24.8,2.0,-80.3,-126.0,45.7,-18.030175,18.578975000000003,4,NAVIRE-2591,Bahamas,Fishing Vessel,77.1
324958822,161.974832,0.00016766,25.15,12.5,-72.6,-126.0,53.5,6.0911625,33.5107875,8,NAVIRE-8822,Denmark,Container Ship,-167.7
327690307,162.02494,5.953e-05,25.07,12.5,-73.7,-126.0,52.3,-3.221628571428571,20.791342857142865,7,NAVIRE-0307,Singapore,Container Ship,-59.5
328293597,162.025171,0.00017076,24.84,12.5,-73.6,-126.0,52.4,-33.584042857142855,-86.57985714285714,7,NAVIRE-3597,France,Bulk Carrier,170.8
329004558,161.975099,9.856e-05,25.53,12.5,-73.0,-126.0,53.0,82.2744,53.93424999999999,2,NAVIRE-4558,Marshall Islands,Tanker,98.6
330948908,161.974978,2.185e-05,25.41,12.5,-71.6,-126.0,54.4,42.7578875,24.9975375,8,NAVIRE-8908,Bahamas,Container Ship,-21.8
332649240,161.974931,6.914e-05,25.09,12.5,-72.9,-126.0,53.1,30.0616,-41.3594,4,NAVIRE-9240,Singapore,Bulk Carrier,-69.1
332786654,161.975085,8.451e-05,24.84,2.0,-80.1,-126.0,45.9,2.7915666666666676,57.94046666666667,6,NAVIRE-6654,Liberia,Fishing Vessel,84.5
333279592,161.975234,0.00023448,24.58,12.5,-73.7,-126.0,52.3,-3.271808333333333,-32.05005833333333,12,NAVIRE-9592,Bahamas,General Cargo,234.5
333886054,161.975211,0.00021135,24.58,2.0,-79.9,-126.0,46.1,-2.967042857142857,89.24405714285714,7,NAVIRE-6054,Bahamas,Fishing Vessel,211.4
334709857,162.025007,6.99e-06,24.64,12.5,-71.2,-126.0,54.8,-9.4364,68.28920000000001,3,NAVIRE-9857,USA,General Cargo,7.0
335267736,161.974936,6.441e-05,25.64,12.5,-72.0,-126.0,54.0,-19.177966666666663,-1.1127333333333336,3,NAVIRE-7736,Panama,Passenger Ship,-64.4
335821955,162.024995,5.28e-06,25.33,12.5,-72.3,-126.0,53.7,37.842357142857146,14.788271428571424,7,NAVIRE-1955,Malta,General Cargo,-5.3
336052886,161.974931,6.862e-05,24.98,2.0,-79.7,-126.0,46.3,6.99986875,-27.97050625,16,NAVIRE-2886,Malta,Fishing Vessel,-68.6
336627928,161.975112,0.00011237,24.75,12.5,-72.1,-126.0,54.0,-25.94196666666667,-34.823766666666664,3,NAVIRE-7928,Malta,General Cargo,112.4
337866372,161.975072,7.184e-05,24.61,12.5,-71.4,-126.0,54.6,-13.224099999999998,83.95444,5,NAVIRE-6372,Bahamas,Passenger Ship,71.8
338445994,161.974841,0.00015892,25.7,12.5,-72.9,-126.0,53.1,-14.733700000000002,16.099800000000002,2,NAVIRE-5994,Singapore,General Cargo,-158.9
339096327,162.02493,6.958e-05,25.02,12.5,-73.6,-126.0,52.4,-26.21353333333333,-66.94316666666667,3,NAVIRE-6327,France,Container Ship,-69.6
339126012,161.974995,4.5e-06,25.31,12.5,-73.5,-126.0,52.5,-18.58858,66.88886,5,NAVIRE-6012,Singapore,Bulk Carrier,-4.5
339171260,161.975024,2.434e-05,25.05,12.5,-71.3,-126.0,54.7,-2.043133333333335,6.63235,6,NAVIRE-1260,Malta,General Cargo,24.3
340668048,161.97509,8.982e-05,24.95,12.5,-72.1,-126.0,53.9,27.34566666666667,-53.11803333333334,3,NAVIRE-8048,Denmark,Container Ship,89.8
340714037,162.024949,5.111e-05,25.01,12.5,-72.7,-126.0,53.4,15.394760000000002,47.4638,5,NAVIRE-4037,USA,Container Ship,-51.1
341249881,162.024812,0.00018766,24.97,12.5,-72.6,-126.0,53.4,-11.689280000000002,-4.802879999999999,5,NAVIRE-9881,Denmark,General Cargo,-187.7
342385591,162.025015,1.518e-05,25.47,12.5,-71.9,-126.0,54.1,-7.606540000000001,82.8099,5,NAVIRE-5591,Malta,Passenger Ship,15.2
342429088,161.974929,7.117e-05,24.92,12.5,-72.5,-126.0,53.6,-13.215800000000002,-35.16152000000001,5,NAVIRE-9088,Liberia,Bulk Carrier,-71.2
342815822,161.97502,2.004e-05,24.71,12.5,-73.3,-126.0,52.7,32.6943,-67.76828,5,NAVIRE-5822,France,Bulk Carrier,20.0
343126146,161.974994,6.17e-06,25.71,12.5,-72.8,-126.0,53.3,60.2585,-70.4432,2,NAVIRE-6146,USA,General Cargo,-6.2
344513763,162.024991,9.49e-06,24.86,12.5,-72.7,-126.0,53.3,8.83475,-55.602625,8,NAVIRE-3763,Panama,Tanker,-9.5
345832541,162.025049,4.942e-05,25.16,12.5,-71.8,-126.0,54.2,-49.85054,45.32794,5,NAVIRE-2541,Marshall Islands,Container Ship,49.4
345917757,162.025031,3.059e-05,23.91,12.5,-73.4,-126.0,52.6,5.288242857142859,-37.00422857142858,7,NAVIRE-7757,Bahamas,Passenger Ship,30.6
346077672,161.975169,0.00016937,25.31,12.5,-72.4,-126.0,53.6,-53.10378333333333,-38.2922,6,NAVIRE-7672,France,Tanker,169.4
347221944,161.975255,0.00025549,24.72,2.0,-80.2,-126.0,45.8,-51.2667,-110.6489,1,NAVIRE-1944,France,Fishing Vessel,255.5
347759038,161.975093,9.308e-05,25.16,12.5,-72.3,-126.0,53.7,-6.5216571428571415,8.132085714285713,7,NAVIRE-9038,Liberia,General Cargo,93.1
348500992,161.974869,0.00013089,24.6,2.0,-80.0,-126.0,46.1,4.379100000000003,-29.390180000000004,5,NAVIRE-0992,Liberia,Fishing Vessel,-130.9
350038017,162.025042,4.18e-05,25.07,12.5,-71.8,-126.0,54.2,13.795660000000002,0.825619999999995,5,NAVIRE-8017,Panama,General Cargo,41.8
350251451,162.025001,1.09e-06,24.95,12.5,-73.8,-126.0,52.2,7.995857142857142,49.83007142857143,7,NAVIRE-1451,Denmark,Tanker,1.1
350521742,161.974972,2.794e-05,25.02,12.5,-72.0,-126.0,54.0,17.7336,-50.484316666666665,6,NAVIRE-1742,Marshall Islands,Tanker,-27.9
350657692,161.974741,0.00025927,24.84,2.0,-81.3,-126.0,44.7,51.50944444444444,17.779577777777778,9,NAVIRE-7692,Denmark,Fishing Vessel,-259.3
352571434,161.975188,0.00018839,25.24,2.0,-80.7,-126.0,45.3,12.199066666666669,119.02833333333336,3,NAVIRE-1434,Panama,Fishing Vessel,188.4
352963430,161.974993,7.39e-06,25.0,12.5,-71.4,-126.0,54.6,17.906299999999998,74.43274,5,NAVIRE-3430,Panama,Tanker,-7.4
353691130,161.974755,0.00024476,24.61,12.5,-72.8,-126.0,53.2,9.265933333333336,90.97396666666668,3,NAVIRE-1130,China,Passenger Ship,-244.8
353821583,162.024956,4.42e-05,25.04,12.5,-72.1,-126.0,53.9,-7.624174999999998,-27.839975,8,NAVIRE-1583,Bahamas,General Cargo,-44.2
354615733,162.024952,4.815e-05,24.76,2.0,-81.2,-126.0,44.8,11.4736,22.6101,4,NAVIRE-5733,Marshall Islands,Fishing Vessel,-48.1
354873118,161.974735,0.00026456,25.16,2.0,-79.3,-126.0,46.7,-5.939200000000001,27.948000000000004,2,NAVIRE-3118,Liberia,Fishing Vessel,-264.6
355835421,162.025167,0.00016741,24.9,12.5,-73.5,-126.0,52.5,2.7114800000000003,-38.85557,10,NAVIRE-5421,China,Container Ship,167.4
355968100,161.974872,0.00012779,24.94,12.5,-73.8,-126.0,52.2,12.6383,72.85940000000001,3,NAVIRE-8100,Liberia,Passenger Ship,-127.8
356152670,161.974855,0.00014481,24.57,12.5,-71.3,-126.0,54.8,-23.6878625,-1.9620750000000025,8,NAVIRE-2670,Liberia,General Cargo,-144.8
356273956,161.974951,4.867e-05,25.37,12.5,-73.5,-126.0,52.5,-10.24465,43.740725000000005,4,NAVIRE-3956,Malta,Container Ship,-48.7
357067982,161.975057,5.654e-05,25.76,12.5,-71.7,-126.0,54.4,3.0282500000000017,78.91225,2,NAVIRE-7982,Malta,General Cargo,56.5
358348599,162.025116,0.0001159,25.36,12.5,-72.2,-126.0,53.8,42.2841,32.3214,2,NAVIRE-8599,France,Bulk Carrier,115.9
359390541,162.024864,0.00013584,24.97,12.5,-72.7,-126.0,53.3,-51.1646,88.08906666666667,3,NAVIRE-0541,USA,Container Ship,-135.8
359830573,162.025181,0.00018081,25.5,12.5,-72.2,-126.0,53.9,-19.92134,51.9563,10,NAVIRE-0573,Marshall Islands,General Cargo,180.8
360247230,161.974947,5.288e-05,24.98,12.5,-72.0,-126.0,54.0,-0.1210833333333335,9.474516666666668,6,NAVIRE-7230,Panama,Tanker,-52.9
360342720,161.975004,4.17e-06,24.62,12.5,-73.3,-126.0,52.7,-39.58197777777778,-29.3696,9,NAVIRE-2720,Bahamas,General Cargo,4.2
360555312,161.974992,8.01e-06,24.84,2.0,-79.8,-126.0,46.2,-19.374239999999997,40.5958,5,NAVIRE-5312,Malta,Fishing Vessel,-8.0
360833773,162.02515,0.0001503,24.84,12.5,-73.2,-126.0,52.8,-10.112144444444445,23.44767777777778,9,NAVIRE-3773,Denmark,Tanker,150.3
361510820,161.975102,0.00010158,25.06,12.5,-71.4,-126.0,54.7,-16.912214285714285,-12.64832857142857,7,NAVIRE-0820,Bahamas,Container Ship,101.6
361903938,161.974857,0.00014265,25.26,2.0,-79.8,-126.0,46.2,-11.617975,-77.167,4,NAVIRE-3938,China,Fishing Vessel,-142.6
362601507,162.025049,4.89e-05,24.96,12.5,-71.9,-126.0,54.2,7.722133333333331,-44.48153333333333,6,NAVIRE-1507,Marshall Islands,Container Ship,48.9
364856950,161.975081,8.136e-05,24.67,12.5,-73.2,-126.0,52.8,-89.2472,-24.3222,1,NAVIRE-6950,France,Bulk Carrier,81.4
367500008,161.975089,8.942e-05,24.46,12.5,-73.2,-126.0,52.8,-2.2802749999999996,35.837225,4,NAVIRE-0008,Marshall Islands,Passenger Ship,89.4
368365433,162.024787,0.0002135,24.45,12.5,-72.2,-126.0,53.8,-13.2433,146.1069,3,NAVIRE-5433,Denmark,General Cargo,-213.5
369075346,161.974864,0.00013625,24.5,12.5,-73.0,-126.0,53.0,-22.18645,-30.996575,4,NAVIRE-5346,Singapore,Bulk Carrier,-136.3
369325711,162.024919,8.107e-05,25.13,12.5,-71.4,-126.0,54.7,-18.3618625,2.642875,8,NAVIRE-5711,China,General Cargo,-81.1
370219145,162.024905,9.465e-05,24.9,12.5,-71.9,-126.0,54.2,18.1439,-31.325057142857144,7,NAVIRE-9145,China,Bulk Carrier,-94.7
371121059,162.025065,6.509e-05,24.88,12.5,-71.9,-126.0,54.2,48.3472,1.7788,1,NAVIRE-1059,Singapore,Bulk Carrier,65.1
372051562,161.974951,4.866e-05,24.99,12.5,-73.1,-126.0,53.0,11.123875000000002,-60.10275,4,NAVIRE-1562,USA,Bulk Carrier,-48.7
372177283,162.02481,0.0001899,24.77,12.5,-72.7,-126.0,53.3,19.410475,-14.939625,4,NAVIRE-7283,Malta,Bulk Carrier,-189.9
372271550,161.974922,7.848e-05,25.41,2.0,-80.0,-126.0,46.1,-89.4902,-153.4889,1,NAVIRE-1550,Marshall Islands,Fishing Vessel,-78.5
372353705,162.025045,4.451e-05,25.02,12.5,-71.5,-126.0,54.5,12.092975,3.744925,4,NAVIRE-3705,Panama,Container Ship,44.5
372700428,161.974991,8.57e-06,25.04,12.5,-73.7,-126.0,52.3,28.598128571428568,67.2818,7,NAVIRE-0428,Marshall Islands,Tanker,-8.6
373306649,162.025087,8.732e-05,25.06,2.0,-80.4,-126.0,45.7,37.06091428571428,2.6392999999999995,7,NAVIRE-6649,USA,Fishing Vessel,87.3
374237721,162.025034,3.392e-05,25.24,12.5,-71.9,-126.0,54.2,-0.5397999999999967,-33.65348,5,NAVIRE-7721,Malta,Tanker,33.9
374389765,162.024999,1.24e-06,25.26,12.5,-71.4,-126.0,54.6,3.691983333333331,-36.64268333333333,6,NAVIRE-9765,France,Bulk Carrier,-1.2
375047621,162.025204,0.00020405,25.05,12.5,-71.9,-126.0,54.2,5.8921125,-49.001675,8,NAVIRE-7621,Bahamas,Tanker,204.1
375096037,162.025146,0.0001456,24.96,12.5,-71.7,-126.0,54.3,-15.8527,10.593516666666668,6,NAVIRE-6037,China,General Cargo,145.6
375252389,162.024736,0.0002642,24.69,12.5,-73.1,-126.0,52.9,4.839225000000001,-31.318925,4,NAVIRE-2389,France,Passenger Ship,-264.2
375856282,161.974891,0.00010853,25.24,2.0,-79.9,-126.0,46.1,83.1623,-150.2046,1,NAVIRE-6282,Marshall Islands,Fishing Vessel,-108.5
377068202,161.975223,0.0002234,24.78,12.5,-71.9,-126.0,54.1,8.0035,-61.99671428571428,7,NAVIRE-8202,Singapore,Container Ship,223.4
377712245,162.025096,9.591e-05,24.52,12.5,-71.9,-126.0,54.1,-28.403942857142855,24.673599999999997,7,NAVIRE-2245,Singapore,Passenger Ship,95.9
377899981,162.024849,0.0001513,24.88,12.5,-73.8,-126.0,52.2,7.390449999999999,-11.423775,4,NAVIRE-9981,USA,General Cargo,-151.3
377992909,162.024904,9.595e-05,24.78,12.5,-72.6,-126.0,53.4,12.24255,-67.317,2,NAVIRE-2909,Singapore,Passenger Ship,-96.0
378249098,161.974949,5.077e-05,25.05,12.5,-73.8,-126.0,52.2,23.3498,62.0283,1,NAVIRE-9098,USA,General Cargo,-50.8
378367378,161.975054,5.447e-05,24.96,12.5,-73.2,-126.0,52.8,37.17474,-99.23782,5,NAVIRE-7378,Denmark,Tanker,54.5
378984233,162.024996,4.12e-06,24.86,12.5,-71.4,-126.0,54.6,-18.758750000000003,58.66669999999999,6,NAVIRE-4233,Malta,Bulk Carrier,-4.1
379393743,162.025069,6.942e-05,24.61,12.5,-72.5,-126.0,53.5,9.165733333333336,26.46956666666667,3,NAVIRE-3743,China,Passenger Ship,69.4
379597254,161.975154,0.00015375,25.46,12.5,-73.0,-126.0,53.1,3.2003999999999997,-59.21383333333333,3,NAVIRE-7254,Denmark,Tanker,153.7
380494325,162.025091,9.066e-05,25.4,12.5,-73.4,-126.0,52.6,19.0402,-17.5303,3,NAVIRE-4325,Denmark,Bulk Carrier,90.7
381712071,162.02531,0.00030992,25.52,12.5,-72.7,-126.0,53.3,-19.67645,-31.039625000000008,4,NAVIRE-2071,Marshall Islands,Bulk Carrier,309.9
381954352,161.9751,0.0001002,24.78,12.5,-71.5,-126.0,54.5,17.58002,60.18638,5,NAVIRE-4352,Denmark,Tanker,100.2
382322288,161.975047,4.725e-05,24.98,12.5,-73.5,-126.0,52.6,-1.2992400000000006,-2.1824999999999988,5,NAVIRE-2288,Panama,Passenger Ship,47.3
382714823,162.02497,2.977e-05,24.58,12.5,-73.0,-126.0,53.0,9.731666666666666,23.789266666666663,6,NAVIRE-4823,Panama,Passenger Ship,-29.8
382967807,162.024998,2.41e-06,25.07,12.5,-71.4,-126.0,54.6,-20.378539999999997,-70.67652,5,NAVIRE-7807,France,Tanker,-2.4
383307372,161.975027,2.73e-05,25.28,12.5,-72.1,-126.0,54.0,68.0401,-133.8916,1,NAVIRE-7372,Bahamas,Bulk Carrier,27.3
383308981,162.025021,2.062e-05,24.95,12.5,-72.7,-126.0,53.3,-21.49958571428571,50.38981428571429,7,NAVIRE-8981,USA,Tanker,20.6
384450029,162.025113,0.00011252,25.19,12.5,-72.4,-126.0,53.6,30.19636,30.44212,5,NAVIRE-0029,Denmark,General Cargo,112.5
384550733,162.024901,9.916e-05,24.91,12.5,-72.4,-126.0,53.6,-29.95042857142857,-50.55085714285714,7,NAVIRE-0733,Denmark,Container Ship,-99.2
385217219,162.025066,6.559e-05,24.91,12.5,-73.6,-126.0,52.4,-12.320020000000005,-5.891399999999999,5,NAVIRE-7219,Marshall Islands,General Cargo,65.6
386428572,161.974745,0.00025471,25.36,12.5,-72.5,-126.0,53.5,15.914766666666663,-28.4991,3,NAVIRE-8572,USA,Passenger Ship,-254.7
388953506,161.974918,8.201e-05,25.05,2.0,-80.8,-126.0,45.2,0.9661166666666668,33.40456666666666,6,NAVIRE-3506,USA,Fishing Vessel,-82.0
389614255,162.025021,2.102e-05,24.91,2.0,-79.5,-126.0,46.5,4.0695,-60.24996,5,NAVIRE-4255,Denmark,Fishing Vessel,21.0
389921162,161.974924,7.605e-05,24.45,12.5,-72.5,-126.0,53.5,-37.33646666666667,55.27473333333333,6,NAVIRE-1162,Singapore,Container Ship,-76.0
390169657,162.024837,0.00016305,25.28,2.0,-80.3,-126.0,45.8,14.989566666666668,-63.6407,3,NAVIRE-9657,USA,Fishing Vessel,-163.1
390182507,162.025113,0.00011268,24.87,12.5,-73.0,-126.0,53.1,-30.995375000000003,1.0168749999999989,4,NAVIRE-2507,China,General Cargo,112.7
391151453,162.024806,0.00019433,25.27,12.5,-71.4,-126.0,54.7,-1.517216666666667,-51.829416666666674,6,NAVIRE-1453,Liberia,Tanker,-194.3
391158344,161.975193,0.0001927,25.24,12.5,-71.2,-126.0,54.8,0.0627166666666655,-9.469800000000005,6,NAVIRE-8344,Malta,Bulk Carrier,192.7
391430690,161.974933,6.728e-05,25.09,12.5,-73.7,-126.0,52.3,24.38202,-43.36054,5,NAVIRE-0690,Liberia,Passenger Ship,-67.3
391786359,162.02485,0.00015032,25.13,2.0,-80.5,-126.0,45.6,-4.7241125,-26.285025,8,NAVIRE-6359,Panama,Fishing Vessel,-150.3
392617917,162.024873,0.00012693,24.34,12.5,-71.5,-126.0,54.5,34.2263625,-46.4904625,8,NAVIRE-7917,Panama,Passenger Ship,-126.9
393509366,161.975025,2.493e-05,24.86,12.5,-71.5,-126.0,54.5,1.425449999999998,32.70146666666667,6,NAVIRE-9366,Singapore,General Cargo,24.9
393784956,161.974944,5.562e-05,24.8,12.5,-72.2,-126.0,53.8,10.383525000000004,22.94525,4,NAVIRE-4956,Panama,Bulk Carrier,-55.6
394645869,162.025002,1.76e-06,24.52,12.5,-71.7,-126.0,54.3,-3.5991999999999984,-97.76418333333334,6,NAVIRE-5869,Panama,Container Ship,1.8
394819025,162.024989,1.117e-05,25.42,12.5,-71.3,-126.0,54.7,0.9201333333333356,-29.290877777777773,9,NAVIRE-9025,Liberia,Container Ship,-11.2
396838191,162.025038,3.836e-05,24.77,12.5,-71.8,-126.0,54.2,-23.515933333333333,-19.67368333333334,6,NAVIRE-8191,Bahamas,Container Ship,38.4
397348659,162.024962,3.76e-05,25.13,2.0,-80.7,-126.0,45.4,-18.063775,24.039625,8,NAVIRE-8659,USA,Fishing Vessel,-37.6
398193465,162.025006,5.62e-06,24.09,2.0,-80.7,-126.0,45.3,-39.1449,133.1917,1,NAVIRE-3465,Marshall Islands,Fishing Vessel,5.6
399163627,162.024966,3.361e-05,24.87,12.5,-73.7,-126.0,52.3,13.536166666666666,118.162,3,NAVIRE-3627,Marshall Islands,Passenger Ship,-33.6
399373193,162.025049,4.949e-05,24.69,12.5,-72.3,-126.0,53.7,-18.03493333333333,-40.39423333333333,6,NAVIRE-3193,France,Passenger Ship,49.5
401032142,161.975009,8.57e-06,25.25,12.5,-72.1,-126.0,53.9,-64.42338,-73.53726,5,NAVIRE-2142,Liberia,Passenger Ship,8.6
401528305,162.025028,2.812e-05,25.5,12.5,-73.1,-126.0,52.9,6.192274999999999,83.611425,4,NAVIRE-8305,USA,General Cargo,28.1
401816566,161.974946,5.368e-05,25.13,12.5,-71.4,-126.0,54.6,25.256081818181823,-22.570954545454544,11,NAVIRE-6566,Liberia,Container Ship,-53.7
403275944,161.974851,0.00014917,25.22,2.0,-81.0,-126.0,45.0,34.29,-5.195899999999995,2,NAVIRE-5944,France,Fishing Vessel,-149.2
403401992,161.974958,4.207e-05,24.85,12.5,-71.5,-126.0,54.5,22.8989,81.480925,4,NAVIRE-1992,France,Passenger Ship,-42.1
403492770,161.97509,8.997e-05,25.08,12.5,-71.7,-126.0,54.3,23.6497,-63.4357,2,NAVIRE-2770,Marshall Islands,Passenger Ship,90.0
403551997,162.024855,0.0001446,25.18,12.5,-73.6,-126.0,52.4,6.458933333333334,-116.31443333333334,3,NAVIRE-1997,Malta,Passenger Ship,-144.6
404128445,162.025108,0.0001075,24.57,12.5,-73.1,-126.0,52.9,-33.92998333333333,46.61351666666667,6,NAVIRE-8445,Panama,Bulk Carrier,107.5
405176063,162.025014,1.364e-05,24.73,12.5,-72.5,-126.0,53.6,27.82305,64.08879999999999,2,NAVIRE-6063,Liberia,Bulk Carrier,13.6
405294999,162.024832,0.00016786,24.7,12.5,-73.2,-126.0,52.8,-31.250349999999997,21.508925,4,NAVIRE-4999,USA,Container Ship,-167.9
405517314,161.974987,1.303e-05,24.75,12.5,-71.5,-126.0,54.5,15.499916666666664,36.68771666666666,6,NAVIRE-7314,Denmark,General Cargo,-13.0
406449637,162.025077,7.737e-05,24.9,2.0,-79.3,-126.0,46.7,0.4761250000000017,28.2823375,8,NAVIRE-9637,Marshall Islands,Fishing Vessel,77.4
407783617,162.025182,0.00018188,24.74,12.5,-72.8,-126.0,53.2,-60.150933333333334,18.9932,3,NAVIRE-3617,USA,Bulk Carrier,181.9
408697312,161.975013,1.259e-05,25.03,12.5,-72.9,-126.0,53.2,-9.186928571428572,-24.853499999999997,7,NAVIRE-7312,Panama,Bulk Carrier,12.6
408835992,161.975098,9.825e-05,24.87,12.5,-72.9,-126.0,53.1,0.0738500000000002,-74.0735,4,NAVIRE-5992,China,Container Ship,98.2
409089660,161.974849,0.00015149,24.97,12.5,-73.1,-126.0,52.9,-17.010275,9.090899999999998,8,NAVIRE-9660,Singapore,General Cargo,-151.5
409203436,161.975025,2.507e-05,24.79,12.5,-72.0,-126.0,54.1,11.0883,17.49874,5,NAVIRE-3436,Singapore,Bulk Carrier,25.1
409720576,161.974993,7.14e-06,24.6,12.5,-71.4,-126.0,54.6,-6.0768249999999995,-35.031774999999996,4,NAVIRE-0576,France,Container Ship,-7.1
